language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48
mala1487,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,i,-,-,y,-,-,-,-,-,-,-,o,-,-,i,-,-,y,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-
taki1248,-,-,-,-,-,-,-,d,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-
matu1261,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,z,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,z,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,r,-,-,-,-,-,-,-
wabb1237,-,-,-,-,-,-,-,n,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,r,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,w,-,-,-,-,-,e,-
kair1263,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
yabe1254,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,e,-,e,-,-,-,-,-,-,-,-,-,-,-
meng1267,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
nuku1260,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,d,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,f,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,i,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,n,a,v,-,-,-,-,-,a,-,-,-,-,-,h,-,e,-,e,-,-,-,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,h,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,t,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
rapa1244,r,-,-,-,-,-,-,i,-,-,-,-,-,a,-,-,-,-,r,-,i,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,a,t,a,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
nort2845,h,a,-,7,a,-,-,m,-,-,-,-,-,e,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tahi1242,r,i,-,-,-,-,-,7,-,-,-,-,-,a,-,r,i,-,7,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,7,-,-,-,-,-,i,-,-,-,-,l,-,-,-,-,-,-,-,i,-,-,-,-,-,f,-,-,-,i,-,-,-,-,-,-,-,-,-,a,-
rotu1241,-,-,-,-,-,-,-,f,-,-,-,e,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,u,T,-,-,t,-,-,s,i,-,a,-
naka1262,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,g,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
mada1285,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-
baro1253,-,i,-,b,u,-,-,b,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,k,-,-,-,-,-,e,-
siar1238,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,-,t,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
kand1301,-,i,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
kand1301,-,i,-,-,-,-,-,N,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,n,-,-,-,-,-,-,-
ramo1244,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
kuan1248,-,a,-,-,-,-,-,b,u,-,l,i,b,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,b,-,-,-,-,-,u,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,m,-,-,-,-,-,o,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,t,-,-,-,-,-,-,-
nali1244,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,o,-,-,u,-,-,k,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lewo1242,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lame1260,-,-,-,-,-,-,-,m,-,-,-,-,-,e,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1244,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,r,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,-,-,-,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,3,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
orko1234,-,-,-,-,-,-,-,m,-,-,-,-,-,3,-,-,-,-,r,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
port1286,l,e,-,n,-,-,-,m,-,-,-,-,w,e,-,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lonw1238,h,a,-,l,u,-,-,m,-,-,-,-,w,i,-,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2839,l,u,m,r,o,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,u,-,l,i,-,-,k,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,e,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,n,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,t,-,s,-,i,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,-,-,-,e,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,3,-,d,3,n,-,g,-,-,-,e,-,-,-,n,-,-,-,-,-,-,-
bign1238,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,-,-,-,e,n,d,-,-,-,-,-,-,-,3,-,-,-,n,-,-,-,-,-,-,-
nese1235,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,k,-,h,-,o,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,w,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,u,-,-,-,-,-,x,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,3,-,-,-,-,-,x,-,-,-,o,-,-,-,l,-,-,-,-,-,3,x
malu1245,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,m,-,-,-,-,-,i,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,x,-,-,-,u,-,-,-,t,-,-,-,-,-,-,-
