language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
matu1261,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,-,-,-,-,t,-,-,e,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ronj1237,-,-,-,-,-,-,-,-,t,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,o,-,-,-,-,-,-
onto1237,-,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
sika1261,-,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1259,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,h,a,k,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kapi1249,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,i,-,7,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,i,-,7,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,l,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
samo1305,-,-,-,-,-,-,-,-,l,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,e,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,h,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,7,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,7,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,s,-,-,i,-,7,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,s,-,-,i,-,7,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
futu1245,-,-,-,-,-,s,-,-,h,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
futu1245,-,-,-,-,-,s,-,-,h,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
toke1240,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pile1238,-,-,-,-,-,-,-,-,s,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,a,-,u,-,r,a,k,-,a,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,7,-,o,-,r,-,-,-,e,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,T,-,-,-,-,-,-,-,a,-,-,-,-,r,e,-,-,e,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,u,-,r,a,k,-,a,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,e,-,-,-,-,-,e,7,i,i,-,-,-,-,-,-
raka1237,-,-,-,-,e,-,-,-,k,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,h,-,o,-,r,-,-,-,e,-,-,-,-,-,-
rapa1244,-,-,-,-,i,n,-,a,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,i,n,-,a,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,k,-,o,-,l,-,-,-,e,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,-,-,i,-,y,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,-,-,i,-,y,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,a,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,k,-,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
puka1242,-,-,-,-,i,-,-,-,y,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
puka1242,-,-,-,-,e,-,-,e,k,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,t,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,i,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,i,-,-,e,-,-,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
ruru1237,-,-,-,-,e,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
ruru1237,-,-,-,-,-,-,-,-,7,-,-,a,-,-,-,-,o,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,o,-,-,-,-,l,-,-,-,e,-,-,-,-,-,-
nuku1258,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,-,s,-,-,e,-,g,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
west2519,-,-,-,-,y,d,-,-,Z,-,-,i,-,k,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bola1250,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,-,b,-,-,e,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mudu1242,-,-,-,-,-,-,-,-,b,-,-,e,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,b,-,-,e,-,t,a,l,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,b,-,-,e,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,b,-,-,e,u,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
unea1237,-,-,-,-,-,-,-,-,b,-,-,e,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,o,u,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,N,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kwar1239,-,-,-,-,-,n,o,a,7,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,a,N,-,-,-,-,-,-,-,i,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,a,7,-,i,-,k,-,-,-,e,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,r,-,e,-,h,-,-,-,a,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,a,r,-,e,-,f,-,-,-,a,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,-,i,-,7,-,-,-,a,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,a,-,-,i,-,7,-,-,-,a,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,h,-,-,-,a,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,h,-,-,-,a,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,h,-,-,-,a,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,h,-,-,-,a,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,i,-,x,-,-,-,a,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,o,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,a,-,-,-,-,-,-
taba1261,-,-,-,-,-,-,-,-,b,-,-,o,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,b,-,-,e,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,b,-,-,e,-,l,-,-,a,-,-,-,-,r,-,-,-,a,-,-,-,-,k,-
patp1243,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,e,-
kuan1248,-,-,-,-,-,-,-,-,p,-,-,a,-,t,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mini1251,-,-,-,-,-,-,-,-,p,-,-,a,-,t,-,-,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tian1237,-,-,-,-,-,-,-,-,p,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-
tiga1245,-,-,-,-,-,-,-,-,v,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-
tung1290,-,-,-,-,-,-,-,-,v,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tung1290,-,-,-,-,-,-,-,-,p,-,-,a,-,r,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-
baro1253,-,-,-,-,-,-,-,-,k,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,m,-
lame1260,-,m,-,-,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bier1244,-,m,a,r,a,-,-,-,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bier1246,n,b,u,-,o,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
maii1238,n,b,u,-,3,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ngun1274,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-
eton1255,-,-,-,-,e,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,k,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sowa1244,-,-,-,-,a,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,a,-,-,-,-,-,-
sowa1244,-,-,-,-,i,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,e,-,-,-,-,-,-
seke1241,-,-,-,-,e,-,-,e,h,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,a,n,-,-,-,g,-,-,-,a,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,b,-,-,-,u,-,-,-,-,-,-
saaa1241,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
saaa1241,-,-,-,-,e,-,-,e,h,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mere1242,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,e,-,-,-,-,r,-,-,-,e,-,-,-,-,i,-
arak1252,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-
east2443,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,t,i,e,-
hano1246,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,-,a,-,-,-,-,i,-
baet1237,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,i,-
leha1243,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,r,-,-,-,x,-,-,-,e,-,-,-,-,-,-
motl1237,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,t,-,-,-,-,-,-,-,E,-,-,-,-,h,-
vera1241,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,a,-,-,-,-,i,-
merl1237,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,-,-,-,-,x,-,-,-,e,-,-,-,-,-,-
koro1308,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,a,-,-,-,-,x,-,-,-,a,-,-,-,-,-,-
hiww1237,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,3,-,-,-,-,x,-,-,-,o,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,-,-,x,-,-,-,e,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,-,-,x,-,-,-,a,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,i,h,-,i,-,x,-,-,-,a,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,h,-,i,-,x,-,-,-,a,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,e,-,g,-,-,-,e,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,e,-,x,-,-,-,e,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,-,-,k,-,-,-,a,-,-,-,-,n,-
dixo1238,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,-,E,-,-,-,-,n,-
lete1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,s,-,-,-,g,-,-,-,a,-,-,-,-,n,-
labo1244,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,e,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,s,-,-,-,3,-,-,-,-,x,-
vinm1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,h,-,-,-,a,-,-,-,-,u,-
vinm1237,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,a,-,-,-,-,h,-,-,-,a,-,-,-,-,u,-
malf1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,h,-
navw1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,q,-
nati1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,7,-
ling1265,-,-,-,-,i,-,-,-,s,-,-,-,-,-,-,-,i,-,-,-,-,g,-,-,-,e,-,-,-,-,n,-
katb1237,-,-,-,-,i,-,-,-,t,-,-,-,-,-,-,-,i,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,-,-,-,-,t,-,-,-,-,S,-,-,i,-,-,-,-,g,-,-,-,e,-,-,-,-,-,-
rere1240,-,-,-,-,-,-,-,-,t,-,-,-,-,S,-,-,i,-,-,-,-,g,-,-,-,e,-,-,-,-,-,-
unua1237,-,-,-,-,i,-,-,-,t,-,-,-,-,S,-,-,i,-,-,-,-,g,-,-,-,e,-,-,-,-,-,-
wala1267,-,m,-,-,i,-,-,-,t,-,-,-,-,S,-,-,i,-,-,-,-,g,-,-,-,e,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-
axam1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-
avok1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,w,-,-,-,a,-,-,-,-,-,-
port1285,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,r,-,i,m,w,-,-,-,e,-,-,-,-,-,-
mask1242,-,-,-,-,-,-,-,-,n,-,-,-,-,b,-,-,u,-,-,-,-,-,-,-,-,E,-,-,-,-,r,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,3,-,-,-,-,g,-,-,-,3,-,-,-,-,-,-
burm1263,-,m,-,-,E,-,-,-,n,-,-,-,-,d,-,r,a,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
leip1237,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,n,-
loni1238,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
papi1254,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tita1241,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-
tita1241,-,-,-,-,e,-,-,-,p,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,e,-,-,-,-,n,-
moke1240,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kele1258,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
pona1250,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
andr1248,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,g,o,l,o,n,-
nali1245,-,-,-,-,-,-,-,-,b,-,-,u,-,-,-,-,g,-,-,3,-,-,-,-,-,i,-,-,-,-,n,e
sori1242,-,-,-,-,a,-,-,i,b,-,-,-,-,-,-,-,w,-,-,e,-,-,-,-,-,i,-,-,-,-,-,-
