language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
awad1244,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-
ronj1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-
nana1258,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
woge1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-
yabe1254,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,e,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
meng1267,-,-,-,-,-,g,-,-,-,-,-,-,-,-,a,l,-,-,-,g,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-
onto1237,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,u,-,-,-,p,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
taku1257,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,u,-,-,p,-,-,-,a,-,-,-,-,k,u,-,-
kapi1249,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,u,-,p,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
samo1305,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
nort2844,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
tiko1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,u,-,p,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
east2447,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
wall1257,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tong1325,-,-,-,-,-,m,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
niue1239,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
emae1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
mung1271,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
futu1245,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
west2516,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mele1250,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
toke1240,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,g,-,-,-,o,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
raro1241,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
mang1401,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
maor1246,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,k,e,-,-
rapa1244,-,-,-,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,p,-,a,-,k,a,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,o,-,m,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
puka1242,w,-,a,k,a,p,-,a,-,k,a,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
puka1242,-,-,-,-,-,p,-,a,-,k,a,-,p,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,m,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,p,-,a,-,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
nort2845,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
ruru1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
tahi1242,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,o,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,o,-,-,7,-,-,-,o,-,-,-,-,-,-,-,-
nuku1258,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,u,-,p,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
niua1240,-,-,-,-,-,p,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,u,-,p,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-
rotu1241,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bauu1243,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,T,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
west2519,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,T,t,s,a,-,m,a,-,T,-,t,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
muss1248,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,a,-,-,N,-,o,n,a,-,-,-,-,-,-,-,-
bola1250,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
naka1262,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
dori1246,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
wala1266,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kwai1243,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
lauu1247,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,7,-,e,-,-,-,-,-,k,e,-,-,-,-,7,-,-,-,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,l,-,a,-,-,-,-,n,g,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,n,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
baeg1237,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
fata1245,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,N,-,-,-,e,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
toab1237,-,-,-,-,-,r,-,-,-,-,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,N,-,-,-,e,-,-,7,-,-,-,a,-,-,-,-,-,-,-,-
bael1237,-,-,-,-,-,l,-,-,-,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,n,n,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gula1270,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
long1395,-,-,-,-,-,l,-,a,-,-,-,-,N,-,a,-,-,-,-,l,-,-,-,-,-,a,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
oroh1237,-,-,-,-,-,7,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
rihu1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
haun1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kahu1241,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,r,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-
sant1413,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,T,-,t,S,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
tolo1254,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,T,-,t,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,T,-,t,S,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
tand1254,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,T,-,t,S,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
mala1484,-,-,-,-,-,T,-,-,-,-,-,-,t,S,e,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-
bugh1239,-,-,-,-,-,d,-,-,-,-,-,-,-,-,a,-,-,-,-,d,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
gela1263,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
taba1261,-,-,-,-,-,p,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,m,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
siar1238,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,m,a,-,-,-,-,s,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,n,g,-,-,s,e,n,g
labe1239,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
surs1246,s,-,e,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,N,-
kand1301,-,-,-,-,-,s,-,-,-,-,-,-,-,-,e,-,-,-,-,N,-,-,-,-,-,e,-,-,-,-,s,-,-,-,e,-,-,N,-,-,-,e,-,-,-,-,-,-,-,-
patp1243,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,m,-,-,-,-,-,a,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
kuan1248,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,t,-,-,-,e,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-
bilu1244,n,-,a,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,t,-,-,-,-,-,e,-,-,-,-,t,-,-,-,e,-,-,k,n,a,m,a,-,-,-,-,l,u,-,-
nali1244,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
west2524,-,-,-,-,-,m,-,-,-,-,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-
