language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31
raro1241,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,k,-,-,e,a,i,i,a,n,a
penr1237,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,k,-,-,e,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,k,-,-,e,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,k,-,-,i,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,k,-,-,i,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,k,-,-,e,-,-,-,-,-,-
maor1246,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,k,-,-,i,-,-,-,-,-,-
puka1242,-,w,-,-,i,-,w,-,-,-,i,t,i,-,-,k,i,-,l,u,n,g,-,-,a,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,k,-,-,e,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,i,-,-,-,-,t,-,-,i,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,i,-,-,-,-,7,-,-,i,-,-,-,-,-,-
tahi1242,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,a,-,-,-,-,7,-,-,e,-,-,-,-,-,-
niua1240,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,-,-,-,-,T,-,-,-,-,a,-,-,-,-,k,-,-,e,-,-,-,-,-,-
naka1262,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mera1242,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,7,-,-,e,-,-,-,-,-,-
kwai1243,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,a,-,-,-,-,n,-,-,e,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,-,-,-,a,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,7,-,-,e,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,7,-,-,a,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,b,-,-,a,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,-,-,f,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,-
lihi1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,e,-,-,-,-,l,i,-,e,-,-,-,-,-,-
surs1246,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,g,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,g,-,-,i,-,-,-,-,-,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,o,-,-,-,-,l,-,-,o,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,p,o,-,-,l,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,p,u,-,-,N,e,-,-,-,-,i,-,-,-,-,-,-,-,-,-
sout2859,-,-,-,-,-,-,-,-,-,-,-,p,u,-,-,-,e,-,-,o,-,u,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,-,-,-,l,-,-,-,-,-,-,-,-,-
saaa1241,-,p,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mara1399,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,e,-,-,-,-,n,-
nese1235,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,k,-,-,-,h,-,-,-,-,-,-,-,-,-
mpot1241,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
malu1245,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
maee1241,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,E,-,-,-,-,x,-,-,-,-,-,-,-,-,-
vaoo1237,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,E,-,-,-,-,n,-,-,-,-,-,-,-,-,-
nasa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,h,-,-,-,-,-,-
dixo1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
lete1241,-,w,o,l,E,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
lete1241,-,w,o,l,E,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
labo1244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-
litz1237,-,-,-,-,-,-,-,-,-,-,-,s,i,-,-,-,3,-,-,-,-,x,-,x,3,-,-,-,-,n,-
vinm1237,-,-,-,-,-,-,-,-,-,-,-,s,e,-,-,s,a,-,-,-,-,7,a,w,i,-,-,-,-,-,-
malf1237,-,-,-,-,i,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
navw1234,-,s,-,-,i,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
sout2857,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-
nati1244,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-
ling1265,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-
niti1249,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,s,u,-,r,-,-,-,-,-,-,-,-,-
katb1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,k,s,a,-,k,-,-,-,-,-,-,-,-,-
nisv1234,-,-,-,-,-,-,-,-,-,-,-,z,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
nasv1234,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
nasv1234,-,n,-,-,a,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,X,-,-,-,-,-,-,-,-,-
axam1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
avok1244,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
port1285,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
mask1242,-,p,-,-,3,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,o,-,-,-,-,-,-,-,-,-
aulu1238,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
aulu1238,-,n,-,-,a,-,n,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aulu1238,-,n,-,-,a,-,n,-,-,-,-,d,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bwen1239,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
burm1263,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
rere1240,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
unua1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,-,-,-,-,-,-,-,-,-
hano1246,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,e,-,-,-,-,-,-,-,-,-
motl1237,-,-,-,-,i,-,-,-,-,-,-,y,-,-,-,-,E,-,-,-,-,m,-,-,-,-,-,-,-,-,-
leme1238,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,E,-,-,-,-,n,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,a,-,-,-,-,p,-,-,-,-,-,-,-,-,-
mota1237,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,a,-,-,-,-,l,-,-,o,-,-,-,-,-,-
hiww1237,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,i,-,-,-,-,n,-,-,-,-,-,-,-,-,-
loni1238,-,-,-,-,e,-,-,-,-,-,-,5,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
papi1254,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
tita1241,-,n,-,-,i,-,-,-,-,-,-,y,-,-,-,-,a,-,-,-,-,k,-,-,-,-,-,-,-,-,-
kheh1237,-,-,-,-,o,-,-,-,-,-,-,n,-,-,-,-,o,-,-,-,-,k,-,-,-,-,-,-,-,-,-
liku1243,-,-,-,-,i,-,-,-,-,-,-,5,-,-,-,-,e,-,-,-,-,k,-,-,-,-,-,-,-,-,-
nyin1250,-,-,-,-,a,-,-,-,-,-,-,n,i,-,-,y,e,-,-,-,-,k,-,-,-,-,-,-,-,-,-
seim1238,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,n,-,-,-,-,-,-,-,-,-
wand1267,-,k,-,-,a,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,r,-,-,-,-,-,-,-,-,-
wand1267,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
morm1235,-,-,-,-,-,-,-,-,-,-,-,t,u,-,-,7,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matb1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gebe1237,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
riri1237,-,p,-,-,u,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,7,-,-,-,-,-,-,-,-,-
vagh1249,-,k,-,-,3,n,y,n,d,Z,-,k,-,-,-,-,a,-,-,m,-,b,-,-,e,-,-,-,-,-,-
vari1239,-,p,-,-,o,-,-,-,-,p,o,k,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,e,-,l,-,-,e,-,-,-,-,-,-
rovi1238,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,g,-,-,e,-,-,-,-,-,-
duke1237,-,-,-,-,-,-,-,-,-,-,-,k,e,-,-,-,a,-,-,-,-,s,-,-,a,-,-,-,-,-,-
hoav1238,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,x,e,l,e,-,-,-,-,-,-
simb1256,-,k,-,-,e,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lung1249,-,p,-,-,a,-,y,-,d,-,-,Z,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lung1249,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,g,e,r,e,-,-,-,-,-,-
lung1249,-,k,-,-,e,-,-,-,-,-,-,s,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
neha1247,-,m,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
zaza1245,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,x,-,-,a,-,-,-,-,-,-
sali1295,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,l,-,-,a,-,-,e,-,-,-
auhe1237,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,l,-,-,a,7,-,e,-,-,-
misi1243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,h,-,-,a,-,-,-,-,-,-
moli1248,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,n,-,-,e,-,-,-,-,-,-
dobu1241,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,l,-,-,a,-,-,-,-,-,-
guma1254,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,r,-,-,a,-,-,-,-,-,-
idun1242,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-
iama1237,-,-,-,-,-,-,-,-,-,-,-,7,a,l,i,l,a,-,-,-,-,k,-,-,a,-,-,-,-,-,-
kolu1245,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,a,-,-,-,-,g,a,v,i,-,-,-,-,-,-
gapa1238,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,-
tawa1275,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,e,-,-,i,-,n,-,-,i,-,-,-,-,-,-
weda1241,a,m,-,-,a,-,-,-,-,-,-,x,a,-,-,-,e,-,-,-,-,n,-,-,a,-,-,-,-,-,-
kili1267,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,n,-,-,a,-,-,-,-,-,-
muyu1244,-,m,-,-,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,n,-,-,-,-,-,-,-,-,-
motu1246,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,-,-,d,a,d,a,-,-,e,-,-,-
abad1241,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,-,-,g,-,-,a,-,-,i,-,-,a
hula1239,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,e,-,r,-,-,a,x,-,e,-,-,-
pohn1238,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,u,-,-,-,-,-,-,-,-,-,-,-
pohn1238,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,u,-,r,-,-,-,-,-,-,-,-,-
ping1243,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,u,-,r,-,-,-,-,-,-,-,-,-
moki1238,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,o,-,-,-,-,w,-,-,-,-,-,-,-,-,-
pulu1242,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,k,-,-,i,-,-,i,-,y,-
pulu1242,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-
caro1242,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,g,-,-,i,-,-,-,-,-,-
caro1242,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,-,-,-,-,-,e,-,-,-,-,-,-
chuu1238,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-
wole1240,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-
wole1240,-,-,-,-,-,-,-,-,-,-,-,t,e,-,-,-,e,-,-,e,-,-,-,-,-,-,-,-,-,-,-
mort1237,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,3,k,-,e,-,y,-,d,Z,-,-,-,-,-,-
ulit1238,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,-,a,-,-,o,-,g,-,-,u,-,-,-,-,-,-
seng1281,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
lamo1244,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,-,n,e,-,e,-,-,-,-,-,-
pate1247,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,E,-,-,-,-,7,-,-,-,-,-,-,-,-,-
siee1239,-,-,-,-,-,-,-,-,-,-,-,s,-,-,-,-,o,-,-,-,-,k,-,-,i,-,-,-,-,-,-
urav1235,-,-,-,-,e,-,T,-,t,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
anei1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,h,e,-,i,-,-,-,-,-,-
lena1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,t,-,-,-,-,-,-,-,-
sout2869,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,a,-,-,-,-,k,t,-,a,-,-,-,-,-,-
kwam1252,-,-,-,-,u,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sude1239,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,-,n,-,-,a,-,-,-,-,-,-
dehu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,l,e,-,3,-,-,-,-,-,-
iaai1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,l,-,-,3,-,-,-,-,-,-
neng1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,s,-,-,e,-,-,-,-,-,-
kuma1276,-,-,-,-,-,-,-,-,-,-,-,T,o,x,a,d,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jawe1237,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
xara1244,-,p,-,-,e,-,-,-,-,-,-,t,o,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-
