language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
samo1305,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
nort2844,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
tiko1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
anut1237,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,a,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,7,-,a,-,-,-,-,-,-
east2447,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,7,-,a,-,-,-,-,-,-
wall1257,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
tong1325,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,7,-,a,-,-,-,-,-,-
niue1239,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
emae1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,a,-,-,-,u,-,i,k,-,u,-,-,-,-,-,-
mung1271,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,7,-,a,-,-,-,-,-,-
west2516,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
pile1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,h,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,i,i,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
penr1237,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,i,-,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,o,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,o,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
mang1401,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,7,-,i,-,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mang1402,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,7,-,i,-,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,i,-,t,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,-,-,u,-,-,-,h,a,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,o,-,h,-,u,-,-,-,-,a,-,-,-,-,-,-
rapa1244,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,o,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
puka1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-,h,-,-,-,-,-,i,-,-,t,-,o,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
nort2845,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,7,-,o,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
ruru1237,-,-,-,r,-,-,u,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tahi1242,-,-,-,r,-,-,u,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hawa1245,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,h,-,i,-,k,-,o,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuku1258,-,-,-,t,-,-,a,n,a,t,-,a,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
rotu1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,f,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
bauu1243,-,-,-,-,-,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
west2519,-,-,-,-,-,-,-,-,-,-,-,-,q,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
wala1266,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
lauu1247,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kwar1239,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,g,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,i,-,-,-,-,-,-
baeg1237,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
fata1245,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,-,-,i,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,u,-,k,-,e,-,-,7,-,e,-,-,-,-,-,-
toab1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,7,-,i,-,-,-,-,-,-
bael1237,-,-,-,-,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
gula1270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,o,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
oroh1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,p,-,o,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,k,-,o,-,k,-,o,-,-,7,-,o,-,-,-,-,-,-
area1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,p,-,o,-,-,-,-,-,-
saaa1240,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,-,-,-,-,-,e,-,-,p,-,o,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
rihu1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
haun1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
kahu1241,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,r,-,-,-,-,-,a,-,-,h,-,a,-,-,-,-,-,-
kahu1241,-,-,-,x,-,-,e,-,-,-,-,e,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
sant1413,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,n,-,-,-,-,-,i,n,u,n,-,i,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
aros1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,N,-,g,a,-,-,t,-,u,N,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tolo1254,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
bira1254,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,N,-,g,a,-,-,t,-,u,N,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,t,-,u,N,g,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tand1254,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,a,-,m,-,-,a,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mala1484,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
bugh1239,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
taba1261,-,-,-,k,-,-,o,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,s,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,-,k,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,r,a,a,-,-,-,i,-,-
kand1301,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,a,i,n,-,a,-,-
kuan1248,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,a,-,n,-,a,-,-
mini1251,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,l,-,a,-,n,-,a,-,-
nali1244,-,-,-,T,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,r,-,-
west2524,-,-,-,l,i,p,u,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,a,-,-,-,i,-,-
tian1237,-,-,-,-,i,n,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,i,-,-
tiga1245,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,i,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,o,-,-,-,N,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,a,-,-,-,N,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,u,-,-,-,n,-,-
tung1290,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,-,-,n,-,-
lamu1255,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-
mada1285,-,-,-,l,-,-,u,-,-,g,u,i,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,t,-,-
lewo1242,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
lame1260,w,u,-,r,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-
bier1244,w,u,-,r,-,-,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,w,-,a,-,-,-,-,-,-
baki1244,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,w,-,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-,o,-,-,-,-,-,-
bier1246,-,-,-,t,-,-,a,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
bier1246,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
maii1238,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,-,-,a,-,-,-,i,-,-
ngun1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,w,-,a,-,-,-,i,-,-
ngun1274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,w,-,a,-,-,-,i,-,-
lele1267,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,a,-,-,-,-,-,-
sout2856,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-
eton1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,e,-,-,-,i,-,-
eton1255,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,u,-,-,-,-,e,-,-,-,i,-,-
nama1268,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-
orko1234,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,E,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-
lonw1238,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,m,-,-,-,-,E,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
nort2839,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,m,-,-,-,-,t,-,-,-,-,-,o,m,-,t,-,o,-,-,-,-,-,-
daka1243,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,i,-,-,-,y,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,o,-,-,-,-,o,-,-,-,-,-,-
sowa1244,-,-,-,z,-,-,i,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,e,-,-,e,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
seke1241,-,-,-,t,-,-,a,n,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
apma1240,-,-,-,t,-,-,e,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,-,-,-,e,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
saaa1241,-,-,-,t,-,-,e,-,-,-,-,-,b,-,-,-,-,-,-,-,w,-,-,-,-,a,-,-,-,-,-,-,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sout2858,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
navu1237,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,k,-,o,-,r,-,u,-,-
navu1237,-,-,-,-,-,-,-,-,-,-,-,-,k,-,-,-,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,r,-,-,-,-,-,u,-,-,k,-,o,-,r,-,u,-,-
tial1239,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,s,-,e,-,-
fort1240,-,-,-,-,-,-,-,-,-,-,-,-,b,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,s,-,e,-,-
mere1242,-,-,-,-,-,-,-,-,-,-,-,-,v,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,s,-,e,-,-
wusi1237,-,-,-,-,-,-,-,-,-,-,-,-,w,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,r,-,-,-,-,-,-,-,-,-,-,e,-,h,-,e,-,-
