language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56
mala1487,-,-,-,-,k,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
arop1242,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
arop1242,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,r,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
taki1248,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,f,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
taki1248,-,-,-,-,p,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
matu1261,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
geda1237,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bilb1241,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mind1255,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mind1255,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
mind1255,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-,r,i,b,a,-
mind1255,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,i,-,r,i,b,a,-
wabb1237,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wabb1237,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,t,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,a,7,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
awad1244,-,-,-,-,f,-,-,-,-,-,-,u,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
woge1237,-,-,-,-,l,-,a,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
mana1295,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,e,-,-,-,-,-,i,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,i,y,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
kair1263,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,i,y,a,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
onto1237,-,-,-,-,k,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sika1261,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
nuku1259,-,-,-,-,t,-,i,-,-,n,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nuku1260,-,-,-,-,d,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
futu1245,-,y,-,-,d,Z,i,-,a,k,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
mele1250,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tiko1237,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
anut1237,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
samo1305,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
east2447,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
wall1257,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,i,-
tong1325,-,-,-,-,t,-,-,-,a,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,7,-,-,i,-
niue1239,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pile1238,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
pile1238,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
raro1241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,u,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
raro1241,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,m,a,t,-,-,e,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
raro1241,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
raro1241,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
penr1237,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
tuam1242,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
tuam1242,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,a,-,r,-,-,a,-,-,-,h,-,i,-,-,-,-,-,-
mang1401,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,a,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
raka1237,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-
raka1237,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
raka1237,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
raka1237,-,-,-,-,p,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,i,k,i,t,e,-,t,-,-,-,-,-,-,-,-,o,-,k,-,-,a,-
raka1237,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
rapa1244,-,-,-,-,t,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
rapa1244,-,-,-,-,t,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,-,-,-,a,-,7,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
maor1246,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
puka1242,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-
nort2845,-,-,-,-,p,-,-,-,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,h,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,k,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
nort2845,-,-,-,-,h,-,-,-,a,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
hawa1245,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,7,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,k,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
tahi1242,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,7,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
nuku1258,-,-,-,-,t,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
west2519,-,-,-,-,v,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
bulu1253,-,-,u,-,b,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
unea1237,-,-,-,-,b,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
unea1237,-,x,u,-,b,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
unea1237,-,x,u,-,b,-,i,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
naka1262,-,-,-,-,b,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,l,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
dori1246,-,-,-,-,k,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
wala1266,-,-,-,-,r,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
kwai1243,-,-,-,-,k,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
lauu1247,-,-,-,-,k,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
kwar1239,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-
baeg1237,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
fata1245,-,-,-,-,s,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
toab1237,-,-,-,-,8,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
toab1237,-,-,-,-,3,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,N,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
bael1237,-,-,-,-,8,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
gula1270,-,-,-,-,k,-,w,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
long1395,-,-,-,-,w,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
oroh1237,-,-,-,-,h,-,-,-,-,-,-,a,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
area1240,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
saaa1240,-,-,-,-,h,-,-,-,-,-,-,o,-,-,-,-,-,r,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,e,-,-,-,-,e,-
kahu1241,-,-,-,-,n,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
aros1241,-,-,-,-,N,-,-,-,-,-,-,a,-,-,-,-,-,h,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,a,-
mala1484,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bira1254,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
bira1254,-,-,-,-,l,-,-,-,-,-,-,a,-,-,-,-,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
leng1259,-,-,-,-,-,-,-,-,-,-,-,a,-,-,-,-,m,b,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,-,-
gela1263,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,a,-,t,-,-,-,-,-,-,-,-,e,-,-,-,-,a,-
mada1285,-,-,-,-,-,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,s,-,-,e,p,-,-,-,-,-,-,-,-,-,-,-
tang1348,-,-,-,-,f,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,i,-,t,-,-,e,-,-,-,n,-,i,-,-,-,-,-,-
siar1238,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
labe1239,-,-,-,-,-,-,-,-,-,-,-,u,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,m,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
