language,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30
zhab1238,-,-,-,-,-,p,t,s,i,a,p,t,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tang1334,-,d,Z,y,-,w,-,-,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,w,-,-,-,-
tang1334,-,-,-,-,-,w,-,-,-,e,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
byan1241,T,t,S,i,-,p,-,-,-,-,-,t,s,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-
rong1264,-,-,-,-,-,p,-,-,-,e,-,t,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
gahr1239,-,-,-,-,-,p,-,y,-,a,-,t,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
clas1254,-,-,-,-,-,-,-,-,-,-,-,b,y,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,w,S,-,-,-,-,-,-,E,-,-,-,-,-,-,-,-,-,-
amdo1237,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
utsa1239,-,-,-,-,-,-,-,-,-,-,-,t,S,-,-,-,-,-,h,a,-,-,-,-,-,-,-,-,-,-
kham1282,-,-,-,-,-,-,-,-,-,-,-,-,S,-,-,-,-,-,-,i,-,-,-,-,-,-,-,-,-,-
tsha1245,-,-,-,-,-,-,-,-,-,-,-,k,h,-,-,-,-,-,-,a,-,-,-,-,-,-,-,-,-,-
idum1241,-,-,-,-,-,p,-,r,-,o,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
diga1241,-,-,-,-,-,p,-,-,-,i,-,-,-,-,-,-,-,-,-,o,-,-,-,-,-,-,-,-,-,-
boka1249,-,-,-,-,-,p,-,-,-,3,-,t,-,-,-,-,-,-,-,a,-,-,-,-,-,N,-,-,-,-
garo1247,-,-,-,-,-,-,-,-,-,-,-,d,-,-,-,o,-,-,-,o,-,-,-,-,-,7,-,-,-,-
rabh1238,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,o,-,-,-,o,-,-,-,-,-,-,-,-,-,-
guan1279,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,E,-,k,-,-,-,-,-,-,-,-
guan1279,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,E,-,k,-,-,-,t,s,a,i,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,o,o,-,-,-,t,-,-,i,-
hakk1236,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,i,a,u,-,-,-,t,s,a,i,-
beij1235,-,-,-,-,-,-,-,-,-,-,-,n,-,-,-,-,-,-,-,i,o,-,-,-,-,r,-,-,o,-
chao1238,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,i,o,-,-,-,-,-,-,o,u,-
chao1239,-,-,-,-,-,-,-,-,-,-,-,t,s,-,-,-,-,-,-,i,-,-,-,-,-,-,-,a,u,-
oldc1244,-,-,-,-,-,-,-,-,-,-,-,t,-,-,-,-,-,-,-,e,-,w,-,-,-,7,-,-,-,-
